city,timestamp,temperature,season
New York,2010-01-01,-2.9051348958038274,winter
New York,2010-01-02,-1.6540020224274112,winter
New York,2010-01-03,4.450024206942429,winter
New York,2010-01-04,6.274675680611765,winter
New York,2010-01-05,-2.990350420976338,winter
New York,2010-01-06,1.7496705663672738,winter
New York,2010-01-07,0.017191965019389344,winter
New York,2010-01-08,0.43698714473377664,winter
New York,2010-01-09,-2.9341026872293456,winter
New York,2010-01-10,3.9530153867396516,winter
New York,2010-01-11,-10.192439535203226,winter
New York,2010-01-12,8.060998132556014,winter
New York,2010-01-13,5.875882708549922,winter
New York,2010-01-14,-1.7641086967206636,winter
New York,2010-01-15,8.4144947987159,winter
New York,2010-01-16,0.8443337562267381,winter
New York,2010-01-17,-1.1950260511951925,winter
New York,2010-01-18,2.253477329160697,winter
New York,2010-01-19,6.020414487910229,winter
New York,2010-01-20,-0.826605508604267,winter
New York,2010-01-21,-12.426501956807625,winter
New York,2010-01-22,4.613778648278463,winter
New York,2010-01-23,11.85096079646732,winter
New York,2010-01-24,-3.8252011355755533,winter
New York,2010-01-25,-1.3676861770259106,winter
New York,2010-01-26,-2.5183356190322996,winter
New York,2010-01-27,-0.3464341625567541,winter
New York,2010-01-28,-1.8231976541751551,winter
New York,2010-01-29,-1.7415239152138988,winter
New York,2010-01-30,-0.10844191661395274,winter
New York,2010-01-31,5.597539721001963,winter
New York,2010-02-01,-2.2386472453885626,winter
New York,2010-02-02,0.7613672904422812,winter
New York,2010-02-03,7.330124802311895,winter
New York,2010-02-04,5.404779547448624,winter
New York,2010-02-05,-5.984989866547456,winter
New York,2010-02-06,1.3671999111829565,winter
New York,2010-02-07,-5.451852375513595,winter
New York,2010-02-08,-1.478331151872995,winter
New York,2010-02-09,-6.353670052681638,winter
New York,2010-02-10,-3.2319993419239026,winter
New York,2010-02-11,-8.295668885282588,winter
New York,2010-02-12,4.009075599917255,winter
New York,2010-02-13,-3.774204452987382,winter
New York,2010-02-14,-1.789735321021635,winter
New York,2010-02-15,-2.0866417024588357,winter
New York,2010-02-16,-2.981572251305717,winter
New York,2010-02-17,-14.320111721094975,winter
New York,2010-02-18,-0.9701658427475701,winter
New York,2010-02-19,4.852177955027053,winter
New York,2010-02-20,-4.678835013887232,winter
New York,2010-02-21,0.9372092469995097,winter
New York,2010-02-22,-4.198324455892335,winter
New York,2010-02-23,5.31508138504725,winter
New York,2010-02-24,2.349372231320076,winter
New York,2010-02-25,-2.196917246707727,winter
New York,2010-02-26,0.6063569795641666,winter
New York,2010-02-27,1.958210878697809,winter
New York,2010-02-28,6.052559924243953,winter
New York,2010-03-01,4.478170816204777,spring
New York,2010-03-02,13.512841262658778,spring
New York,2010-03-03,12.527662403878319,spring
New York,2010-03-04,9.099999151467731,spring
New York,2010-03-05,6.631850558275064,spring
New York,2010-03-06,22.309616058641176,spring
New York,2010-03-07,14.801204760226879,spring
New York,2010-03-08,6.533639854430908,spring
New York,2010-03-09,14.840052108903711,spring
New York,2010-03-10,21.524599470372227,spring
New York,2010-03-11,7.521525383890423,spring
New York,2010-03-12,20.32170362017676,spring
New York,2010-03-13,10.704700553667717,spring
New York,2010-03-14,5.743467321450156,spring
New York,2010-03-15,5.221956697863177,spring
New York,2010-03-16,4.711238221413025,spring
New York,2010-03-17,-1.146948980937732,spring
New York,2010-03-18,4.177256363209373,spring
New York,2010-03-19,18.86842005233578,spring
New York,2010-03-20,19.184120634522124,spring
New York,2010-03-21,8.920308463318678,spring
New York,2010-03-22,16.541815757020643,spring
New York,2010-03-23,15.449737000803959,spring
New York,2010-03-24,5.432247543938351,spring
New York,2010-03-25,8.778878041776174,spring
New York,2010-03-26,16.052776568375876,spring
New York,2010-03-27,12.733599144682035,spring
New York,2010-03-28,10.168954876798772,spring
New York,2010-03-29,12.446579717802596,spring
New York,2010-03-30,14.857635043736996,spring
New York,2010-03-31,12.676572359875298,spring
New York,2010-04-01,8.504619510964819,spring
New York,2010-04-02,6.304755027504311,spring
New York,2010-04-03,6.993793862873523,spring
New York,2010-04-04,1.3386164989918814,spring
New York,2010-04-05,20.685244168602715,spring
New York,2010-04-06,12.66931319985545,spring
New York,2010-04-07,14.753510155997065,spring
New York,2010-04-08,2.7468464139875337,spring
New York,2010-04-09,10.300143174499073,spring
New York,2010-04-10,9.069588457794463,spring
New York,2010-04-11,8.709003207177917,spring
New York,2010-04-12,10.557782735068377,spring
New York,2010-04-13,11.955224978193193,spring
New York,2010-04-14,8.263440495155368,spring
New York,2010-04-15,7.3009244890500264,spring
New York,2010-04-16,3.8205286193679977,spring
New York,2010-04-17,17.321685976542568,spring
New York,2010-04-18,1.1911047450159495,spring
New York,2010-04-19,2.947277577406011,spring
New York,2010-04-20,3.345594082554263,spring
New York,2010-04-21,12.978554943249417,spring
New York,2010-04-22,10.239009512469508,spring
New York,2010-04-23,0.6098686824407251,spring
New York,2010-04-24,8.922264452005765,spring
New York,2010-04-25,1.008211856998209,spring
New York,2010-04-26,2.5928680309018617,spring
New York,2010-04-27,16.275544214530132,spring
New York,2010-04-28,13.63608798835027,spring
New York,2010-04-29,13.297566495607999,spring
New York,2010-04-30,8.03844441465451,spring
New York,2010-05-01,9.407504755882734,spring
New York,2010-05-02,8.386112373010112,spring
New York,2010-05-03,4.18423014659621,spring
New York,2010-05-04,11.713385697384075,spring
New York,2010-05-05,10.942549363250833,spring
New York,2010-05-06,6.166049631177604,spring
New York,2010-05-07,2.315000174925741,spring
New York,2010-05-08,18.37606100979139,spring
New York,2010-05-09,4.0849910776586595,spring
New York,2010-05-10,5.390819579167755,spring
New York,2010-05-11,4.684345118747758,spring
New York,2010-05-12,10.901567281510648,spring
New York,2010-05-13,5.028717274750052,spring
New York,2010-05-14,11.34451842215472,spring
New York,2010-05-15,7.367266745329999,spring
New York,2010-05-16,3.7353299229806347,spring
New York,2010-05-17,12.434303569568469,spring
New York,2010-05-18,8.42273673775614,spring
New York,2010-05-19,15.610256504981875,spring
New York,2010-05-20,10.437423528414978,spring
New York,2010-05-21,13.966561931227643,spring
New York,2010-05-22,14.699924723602239,spring
New York,2010-05-23,11.708026761074118,spring
New York,2010-05-24,1.1113061417530623,spring
New York,2010-05-25,2.5400027747548504,spring
New York,2010-05-26,14.234938888693314,spring
New York,2010-05-27,13.569446517916605,spring
New York,2010-05-28,15.163136508090506,spring
New York,2010-05-29,12.700521513478625,spring
New York,2010-05-30,6.301940022324909,spring
New York,2010-05-31,15.55014671046599,spring
New York,2010-06-01,25.68346636976488,summer
New York,2010-06-02,12.26582706392321,summer
New York,2010-06-03,28.471417360853284,summer
New York,2010-06-04,32.07363578173497,summer
New York,2010-06-05,30.911128249924,summer
New York,2010-06-06,18.54536451963508,summer
New York,2010-06-07,36.82342161585236,summer
New York,2010-06-08,29.723692356299598,summer
New York,2010-06-09,18.87846779028942,summer
New York,2010-06-10,18.01032049741177,summer
New York,2010-06-11,33.8072194775868,summer
New York,2010-06-12,29.227621506326702,summer
New York,2010-06-13,15.812914669281604,summer
New York,2010-06-14,29.107416604662294,summer
New York,2010-06-15,17.852315485085356,summer
New York,2010-06-16,22.67185169022921,summer
New York,2010-06-17,34.98059395610342,summer
New York,2010-06-18,27.17950500283558,summer
New York,2010-06-19,18.838804589205942,summer
New York,2010-06-20,20.803922214399797,summer
New York,2010-06-21,24.98240624884113,summer
New York,2010-06-22,15.382883081047243,summer
New York,2010-06-23,21.311821729105013,summer
New York,2010-06-24,23.215606306921266,summer
New York,2010-06-25,23.516397366062197,summer
New York,2010-06-26,23.681185296618075,summer
New York,2010-06-27,31.210827445582513,summer
New York,2010-06-28,19.578208892122564,summer
New York,2010-06-29,25.206058247700405,summer
New York,2010-06-30,21.656742828288102,summer
New York,2010-07-01,26.870358107846734,summer
New York,2010-07-02,21.611424472317093,summer
New York,2010-07-03,17.917729128626082,summer
New York,2010-07-04,20.572752594756675,summer
New York,2010-07-05,26.231637662316558,summer
New York,2010-07-06,26.481727870189818,summer
New York,2010-07-07,26.412566481902285,summer
New York,2010-07-08,28.651304668979535,summer
New York,2010-07-09,23.21252160590045,summer
New York,2010-07-10,25.213112940856664,summer
New York,2010-07-11,19.30412848642459,summer
New York,2010-07-12,29.529264292553627,summer
New York,2010-07-13,23.908532263547215,summer
New York,2010-07-14,33.26511471827416,summer
New York,2010-07-15,19.525104190427715,summer
New York,2010-07-16,31.20864711456522,summer
New York,2010-07-17,25.05909330334624,summer
New York,2010-07-18,24.178765995469465,summer
New York,2010-07-19,28.222811520648715,summer
New York,2010-07-20,30.591555772125833,summer
New York,2010-07-21,29.537844584267493,summer
New York,2010-07-22,20.66958682984716,summer
New York,2010-07-23,31.912587686190555,summer
New York,2010-07-24,20.66892006625533,summer
New York,2010-07-25,15.019209317969938,summer
New York,2010-07-26,26.76602874789131,summer
New York,2010-07-27,19.564804273601933,summer
New York,2010-07-28,25.777498349733555,summer
New York,2010-07-29,27.213998909629726,summer
New York,2010-07-30,33.59815151024089,summer
New York,2010-07-31,25.192026762072466,summer
New York,2010-08-01,21.322892112844098,summer
New York,2010-08-02,20.990148042966158,summer
New York,2010-08-03,23.611256529534135,summer
New York,2010-08-04,27.495171138385174,summer
New York,2010-08-05,36.41756784859499,summer
New York,2010-08-06,24.569012922404355,summer
New York,2010-08-07,22.63929092602188,summer
New York,2010-08-08,33.036518235820665,summer
New York,2010-08-09,16.48403025756696,summer
New York,2010-08-10,11.415152695976952,summer
New York,2010-08-11,25.699005106387737,summer
New York,2010-08-12,21.913862284538872,summer
New York,2010-08-13,23.182930750839848,summer
New York,2010-08-14,23.796203017898215,summer
New York,2010-08-15,29.235446510355395,summer
New York,2010-08-16,23.223933949359036,summer
New York,2010-08-17,23.817979460763,summer
New York,2010-08-18,21.47129467371399,summer
New York,2010-08-19,18.501004610105188,summer
New York,2010-08-20,26.952031015067043,summer
New York,2010-08-21,23.07220896484531,summer
New York,2010-08-22,23.46579939189098,summer
New York,2010-08-23,34.61021800528765,summer
New York,2010-08-24,21.129754217835725,summer
New York,2010-08-25,28.43950985108818,summer
New York,2010-08-26,24.712371676210257,summer
New York,2010-08-27,15.262901899168886,summer
New York,2010-08-28,30.10261722058031,summer
New York,2010-08-29,25.19551521256742,summer
New York,2010-08-30,21.17352896011902,summer
New York,2010-08-31,24.53119300639705,summer
New York,2010-09-01,19.32559833736526,autumn
New York,2010-09-02,22.500214240070974,autumn
New York,2010-09-03,13.27420306660131,autumn
New York,2010-09-04,17.50631336090818,autumn
New York,2010-09-05,18.9913559171152,autumn
